Position,Word_Kanji,Reading_Kana,English_Meaning,Part_of_Speech,Deck_Step_Label,Frequency_Rank
1053,入院,にゅういん,be hospitalized,Verbal Noun,Core 2000 Step 05 - 037,3596
1054,大学院,だいがくいん,graduate school,Noun,Core 2000 Step 06 - 122,20286
1055,医者,いしゃ,doctor,Noun,Core 2000 Step 06 - 005,1191
1056,お医者さん,おいしゃさん,doctor,Noun,Core 2000 Step 10 - 188,11768
1057,歯医者,はいしゃ,dentist,Noun,Core 2000 Step 09 - 057,22351
1058,歯,は,"tooth, cog",Noun,Core 2000 Step 09 - 133,1244
1059,歯ブラシ,はぶらし,toothbrush,Noun,Core 2000 Step 09 - 155,27452
1060,科学,かがく,science,Noun,Core 2000 Step 05 - 083,3270
1061,教科書,きょうかしょ,"textbook, schoolbook",Noun,Core 2000 Step 05 - 186,6846
1062,理科,りか,science,Noun,Core 2000 Step 07 - 158,23303
1063,亡くなる,なくなる,"die, pass away",Verb,Core 2000 Step 05 - 097,1903
1064,忙しい,いそがしい,"busy, occupied",Adjective,Core 2000 Step 05 - 170,1833
1065,疲れる,つかれる,"get tired, become fatigued",Verb,Core 2000 Step 06 - 110,1158
1066,禁煙,きんえん,"no smoking, giving up smoking",Verbal Noun,Core 2000 Step 07 - 098,25704
1067,酔っ払い,よっぱらい,drunk person,Noun,Core 2000 Step 09 - 063,18185
1068,酔っ払う,よっぱらう,get drunk,Verb,Core 2000 Step 09 - 109,14272
1069,危ない,あぶない,"dangerous, uncertain",Adjective,Core 2000 Step 07 - 131,3246
1070,危険,きけん,"danger, dangerous",Adjectival Noun,Core 2000 Step 04 - 176,749
1071,存在,そんざい,"existence, being",Verbal Noun,Core 2000 Step 03 - 105,401
1072,注目,ちゅうもく,"attention, notice",Verbal Noun,Core 2000 Step 04 - 055,3870
1073,注文,ちゅうもん,"order, request",Verbal Noun,Core 2000 Step 06 - 053,2436
1074,意味,いみ,"meaning, significance",Noun,Core 2000 Step 03 - 039,270
1075,意見,いけん,opinion,Noun,Core 2000 Step 03 - 181,1128
1076,注意,ちゅうい,"attention, care, watch out",Verbal Noun,Core 2000 Step 04 - 180,1111
1077,用意,ようい,"prepare, ready oneself",Verbal Noun,Core 2000 Step 05 - 022,972
1078,確か,たしか,"for sure, for certain",Adjectival Noun,Core 2000 Step 05 - 192,1044
1079,確認,かくにん,confirmation,Verbal Noun,Core 2000 Step 04 - 100,1067
1080,機能,きのう,"function, feature",Verbal Noun,Core 2000 Step 03 - 022,3024
1081,ジェット機,ジェットき,jet (plane),Noun,Core 2000 Step 07 - 083,24907
1082,機械,きかい,machine,Noun,Core 2000 Step 04 - 054,1876
1083,材料,ざいりょう,"ingredients, material",Noun,Core 2000 Step 04 - 023,3487
1084,具体的,ぐたいてき,"specific, concrete",Adjectival Noun,Core 2000 Step 04 - 038,3130
1085,基づく,もとづく,be based on,Verb,Core 2000 Step 04 - 042,8649
1086,基本,きほん,"basis, foundation",Noun,Core 2000 Step 04 - 110,4597
1087,基準,きじゅん,"standard, criteria",Noun,Core 2000 Step 04 - 138,8750
1088,つまらない,つまらない,"boring, dull",Adjective,Core 2000 Step 08 - 062,2913
1089,備える,そなえる,"prepare for (disaster), equip (st) with",Verb,Core 2000 Step 03 - 114,3331
1090,準備,じゅんび,"prepare for, ready for",Verbal Noun,Core 2000 Step 04 - 185,1409
1091,設計,せっけい,"design, plan",Verbal Noun,Core 2000 Step 03 - 186,5842
1092,施設,しせつ,"facilities, institution",Noun,Core 2000 Step 04 - 061,4241
1093,設ける,もうける,"set up, establish, prepare",Verb,Core 2000 Step 04 - 116,4379
1094,説明,せつめい,"explanation, description",Verbal Noun,Core 2000 Step 04 - 178,512
1095,小説,しょうせつ,"novel, story",Noun,Core 2000 Step 05 - 109,953
1096,公開,こうかい,opening (to the public),Verbal Noun,Core 2000 Step 04 - 035,9352
1097,いとこ,いとこ,cousin,Noun,Core 2000 Step 08 - 064,9586
1098,公園,こうえん,"park, public garden",Noun,Core 2000 Step 05 - 155,2049
1099,動物園,どうぶつえん,zoo,Noun,Core 2000 Step 07 - 129,11561
1100,祭り,まつり,festival,Noun,Core 2000 Step 06 - 167,5023
1101,国際,こくさい,international,Noun,Core 2000 Step 04 - 004,5605
1102,実際,じっさい,"reality, truth, the actual situation",Adverb,Core 2000 Step 04 - 063,785
1103,飛行場,ひこうじょう,"airport, airfield",Noun,Core 2000 Step 07 - 006,8743
1104,航空便,こうくうびん,airmail,Noun,Core 2000 Step 09 - 075,53169
1105,船便,ふなびん,surface mail&nbsp;(ship),Noun,Core 2000 Step 10 - 147,58274
1106,船,ふね,"ship, boat, vessel",Noun,Core 2000 Step 10 - 148,486
1107,空港,くうこう,airport,Noun,Core 2000 Step 05 - 002,3536
1108,港,みなと,"port, harbor",Noun,Core 2000 Step 10 - 164,2381
1109,島,しま,"island, isle",Noun,Core 2000 Step 05 - 029,647
1110,完成,かんせい,"completion, finish",Verbal Noun,Core 2000 Step 03 - 103,2541
1111,平成,へいせい,Heisei era,Noun,Core 2000 Step 10 - 151,5643
1112,成功,せいこう,success,Verbal Noun,Core 2000 Step 04 - 062,1347
1113,原因,げんいん,"cause, origin",Noun,Core 2000 Step 03 - 168,1393
1114,ふすま,ふすま,"sliding door, fusuma",Noun,Core 2000 Step 08 - 078,
1115,資金,しきん,"funds, a fund",Noun,Core 2000 Step 03 - 151,5918
1116,投資,とうし,investment,Verbal Noun,Core 2000 Step 03 - 176,12673
1117,願う,ねがう,"wish, ask a favor, apply for",Verb,Core 2000 Step 04 - 039,1635
1118,正確,せいかく,"accurate, precise",Adjectival Noun,Core 2000 Step 05 - 065,1534
1119,正しい,ただしい,"correct, righteous, lawful",Adjective,Core 2000 Step 05 - 073,1212
1120,正月,しょうがつ,New Year,Noun,Core 2000 Step 06 - 117,3875
1121,正直,しょうじき,"honest, upright",Adjectival Noun,Core 2000 Step 07 - 044,1492
1122,異なる,ことなる,differ,Verb,Core 2000 Step 04 - 145,2699
1123,通常,つうじょう,"common, ordinary",Noun,Core 2000 Step 04 - 080,4544
1124,非常に,ひじょうに,"very, extremely",Adverb,Core 2000 Step 04 - 196,1348
1125,調べる,しらべる,"search (for), examine",Verb,Core 2000 Step 03 - 140,665
1126,強調,きょうちょう,"emphasis, stress",Verbal Noun,Core 2000 Step 03 - 141,5629
1127,季節,きせつ,season,Noun,Core 2000 Step 05 - 144,3101
1128,調査,ちょうさ,"investigation, examination",Verbal Noun,Core 2000 Step 03 - 076,1721
1129,提供,ていきょう,"offer, provide",Verbal Noun,Core 2000 Step 03 - 135,4393
1130,提案,ていあん,"proposition, proposal",Verbal Noun,Core 2000 Step 04 - 048,3098
1131,案内,あんない,"guide, inform",Verbal Noun,Core 2000 Step 06 - 092,1322
1132,示す,しめす,"show, indicate",Verb,Core 2000 Step 03 - 018,660
1133,連れて行く,つれていく,take (a person) along,Verb,Core 2000 Step 10 - 192,
1134,連れて来る,つれてくる,bring (a person),Verb,Core 2000 Step 10 - 193,
1135,続ける,つづける,"continue (sth), keep up を",Verb,Core 2000 Step 03 - 049,381
1136,相手,あいて,"opponent, partner",Noun,Core 2000 Step 03 - 190,212
1137,会談,かいだん,"conference, talk",Verbal Noun,Core 2000 Step 03 - 132,9412
1138,相談,そうだん,"consultation, advice",Verbal Noun,Core 2000 Step 05 - 021,1210
1139,記者,きしゃ,"journalist, reporter",Noun,Core 2000 Step 04 - 006,3073
1140,記録,きろく,"record, documentation",Verbal Noun,Core 2000 Step 04 - 019,1791
1141,録音,ろくおん,audio recording,Verbal Noun,Core 2000 Step 06 - 160,9032
1142,登る,のぼる,"climb, mount, go up",Verb,Core 2000 Step 08 - 002,1526
1143,ひげ,ひげ,"moustache, beard",Noun,Core 2000 Step 08 - 096,
1144,関する,かんする,"concern, relate to",Verb,Core 2000 Step 03 - 055,72261
1145,関連,かんれん,"connection, relation",Verbal Noun,Core 2000 Step 04 - 147,5186
1146,関係,かんけい,"relation, relationship",Verbal Noun,Core 2000 Step 03 - 048,366
1147,状況,じょうきょう,"situation, conditions&nbsp;",Noun,Core 2000 Step 04 - 099,922
1148,ぐっすり,ぐっすり,soundly (asleep),Adverb,Core 2000 Step 08 - 103,8612
1149,状態,じょうたい,"state, appearance (of a thing)",Noun,Core 2000 Step 03 - 056,668
1150,治る,なおる,"get better,&nbsp;be cured",Verb,Core 2000 Step 03 - 021,5043
1151,政治,せいじ,politics,Noun,Core 2000 Step 03 - 111,2044
1152,治す,なおす,"cure, heal",Verb,Core 2000 Step 08 - 181,9611
1153,政府,せいふ,"government, administration",Noun,Core 2000 Step 03 - 011,1855
1154,党,とう,political party,Noun,Core 2000 Step 03 - 077,3997
1155,対策,たいさく,"measure, countermeasure",Noun,Core 2000 Step 03 - 171,6606
1156,政策,せいさく,"policy, political measures",Noun,Core 2000 Step 04 - 011,6699
1157,選ぶ,えらぶ,"choose, elect",Verb,Core 2000 Step 03 - 043,872
1158,選手,せんしゅ,player (in a game); team member,Noun,Core 2000 Step 04 - 107,2949
1159,選挙,せんきょ,election,Verbal Noun,Core 2000 Step 03 - 125,7927
1160,候補,こうほ,"candidate, candidacy",Noun,Core 2000 Step 04 - 106,9479
1161,首相,しゅしょう,prime minister,Noun,Core 2000 Step 03 - 009,4091
1162,首都,しゅと,capital,Noun,Core 2000 Step 05 - 019,5953
1163,改革,かいかく,reform,Verbal Noun,Core 2000 Step 03 - 131,9846
1164,革,かわ,leather,Noun,Core 2000 Step 08 - 102,4874
1165,命令,めいれい,"command, order",Verbal Noun,Core 2000 Step 03 - 164,964
1166,番組,ばんぐみ,"program (TV, radio)",Noun,Core 2000 Step 05 - 075,4771
1167,組み立てる,くみたてる,"put together, assemble, construct",Verb,Core 2000 Step 06 - 192,12874
1168,組織,そしき,"organization, structure, tissue",Verbal Noun,Core 2000 Step 04 - 031,1904
1169,進める,すすめる,"advance, promote, speed (st) up",Verb,Core 2000 Step 03 - 047,1965
1170,進む,すすむ,"advance, move forward",Verb,Core 2000 Step 04 - 014,536
1171,進学,しんがく,entering the next level of school,Verbal Noun,Core 2000 Step 06 - 086,12583
1172,拡大,かくだい,"magnification, enlargement",Verbal Noun,Core 2000 Step 04 - 013,5067
1173,おかず,おかず,side dish,Noun,Core 2000 Step 08 - 114,11459
1174,責任,せきにん,"responsibility, liability",Noun,Core 2000 Step 04 - 129,1494
1175,辞める,やめる,"resign, retire",Verb,Core 2000 Step 06 - 058,3991
1176,辞書,じしょ,dictionary,Noun,Core 2000 Step 08 - 176,10858
1177,通勤,つうきん,commute,Verbal Noun,Core 2000 Step 06 - 056,17206
1178,勤める,つとめる,to work for (~に),Verb,Core 2000 Step 10 - 100,2675
1179,事務所,じむしょ,"office, one's place of business",Noun,Core 2000 Step 04 - 128,1932
1180,事務室,じむしつ,office,Noun,Core 2000 Step 08 - 045,8950
1181,従来,じゅうらい,"former, old",Noun,Core 2000 Step 03 - 144,7092
1182,成績,せいせき,"grade (school), results, record",Noun,Core 2000 Step 05 - 140,4645
1183,集める,あつめる,"collect, gather",Verb,Core 2000 Step 03 - 071,1293
1184,集まる,あつまる,"gather, be collected",Verb,Core 2000 Step 04 - 010,1133
1185,採用,さいよう,employment,Verbal Noun,Core 2000 Step 03 - 192,5167
1186,給料,きゅうりょう,"salary, pay",Noun,Core 2000 Step 05 - 171,5506
1187,卒業,そつぎょう,graduation,Verbal Noun,Core 2000 Step 04 - 199,2882
1188,就職,しゅうしょく,finding employment,Verbal Noun,Core 2000 Step 05 - 052,6877
1189,退院,たいいん,discharge from a hospital,Verbal Noun,Core 2000 Step 06 - 126,7979
1190,契約,けいやく,"contract, agreement",Verbal Noun,Core 2000 Step 04 - 111,3248
1191,交渉,こうしょう,"negotiation, bargaining",Verbal Noun,Core 2000 Step 03 - 160,2740
1192,事件,じけん,"event, incident, case",Noun,Core 2000 Step 03 - 003,303
1193,条件,じょうけん,"condition, terms",Noun,Core 2000 Step 04 - 133,1788
1194,クーラー,クーラー,"air conditioning, cooler",Noun,Core 2000 Step 08 - 127,17870
1195,参加,さんか,"participation, taking part in",Verbal Noun,Core 2000 Step 03 - 106,2275
1196,増加,ぞうか,"increase, gain",Verbal Noun,Core 2000 Step 03 - 130,11377
1197,加える,くわえる,add (one thing to another)<div>(can be the same or a different kind of thing)</div>,Verb,Core 2000 Step 03 - 178,1423
1198,加工,かこう,"processing, manufacturing<div>(turning st into st else)</div>",Verbal Noun,Core 2000 Step 04 - 028,15673
1199,比べる,くらべる,"compare, contrast",Verb,Core 2000 Step 03 - 122,2143
1200,批判,ひはん,"criticism, comment",Verbal Noun,Core 2000 Step 04 - 059,3533
1201,評価,ひょうか,"evaluation, rating",Verbal Noun,Core 2000 Step 03 - 173,3283
1202,対象,たいしょう,"target, subject",Noun,Core 2000 Step 03 - 058,2721
1203,故障,こしょう,"malfunction, fault, breakdown",Verbal Noun,Core 2000 Step 05 - 146,7629
1204,修理,しゅうり,"repair, mending",Verbal Noun,Core 2000 Step 06 - 010,5111
1205,乗り換える,のりかえる,"change, transfer (trainなど)",Verb,Core 2000 Step 08 - 026,14808
1206,乗り換え,のりかえ,"change (trainなど), transfer",Verbal Noun,Core 2000 Step 09 - 039,36414
1207,おじさん,おじさん,uncle,Noun,Core 2000 Step 08 - 142,2206
1208,換える,かえる,"swap, convert",Verb,Core 2000 Step 09 - 169,9334
1209,着替える,きがえる,change clothes,Verb,Core 2000 Step 10 - 044,4393
1210,被る,かぶる,put on (a hat),Verb,Core 2000 Step 10 - 038,5353
1211,破る,やぶる,"tear (st), break (through) （~を）",Verb,Core 2000 Step 06 - 098,1707
1212,破れる,やぶれる,"(st) rips, gets torn",Verb,Core 2000 Step 08 - 056,4548
1213,壊す,こわす,"break, destroy, smash",Verb,Core 2000 Step 06 - 146,4099
1214,壊れる,こわれる,"break, break down, get out of order",Verb,Core 2000 Step 10 - 058,3654
1215,救急車,きゅうきゅうしゃ,ambulance,Noun,Core 2000 Step 07 - 007,6543
1216,助ける,たすける,"help, save",Verb,Core 2000 Step 10 - 088,915
1217,立派,りっぱ,"fine, excellent",Adjectival Noun,Core 2000 Step 06 - 152,1253
1218,警察,けいさつ,police,Noun,Core 2000 Step 04 - 033,587
1219,管理,かんり,"management, administration",Verbal Noun,Core 2000 Step 03 - 129,4124
1220,盗む,ぬすむ,"steal, rob",Verb,Core 2000 Step 06 - 119,1933
1221,殺す,ころす,"kill, smother",Verb,Core 2000 Step 05 - 061,214
1222,逮捕,たいほ,"arrest, capture",Verbal Noun,Core 2000 Step 04 - 146,2288
1223,逃げる,にげる,"escape, run away",Verb,Core 2000 Step 05 - 017,468
1224,戦争,せんそう,"war, battle",Verbal Noun,Core 2000 Step 05 - 026,838
1225,競争,きょうそう,competition,Verbal Noun,Core 2000 Step 03 - 117,7732
1226,混む,こむ,"be crowded, be congested",Verb,Core 2000 Step 07 - 141,8421
1227,大統領,だいとうりょう,president (of a country),Noun,Core 2000 Step 03 - 057,4685
1228,捨てる,すてる,"throw away, abandon",Verb,Core 2000 Step 05 - 071,780
1229,拾う,ひろう,"pick up, find",Verb,Core 2000 Step 06 - 166,1728
1230,池,いけ,pond,Noun,Core 2000 Step 06 - 121,1952
1231,電池,でんち,"electric cell, battery",Noun,Core 2000 Step 07 - 049,19497
1232,深い,ふかい,"deep, profound, intimate",Adjective,Core 2000 Step 04 - 105,374
1233,深さ,ふかさ,"depth, profundity",Noun,Core 2000 Step 09 - 184,
1234,浅い,あさい,"shallow, superficial",Adjective,Core 2000 Step 06 - 143,3238
1235,落とす,おとす,"drop, omit",Verb,Core 2000 Step 05 - 105,927
1236,ごみ,ごみ,"rubbish, trash",Noun,Core 2000 Step 08 - 169,16217
1237,泳ぐ,およぐ,swim,Verb,Core 2000 Step 06 - 112,3165
1238,水泳,すいえい,swimming,Verbal Noun,Core 2000 Step 07 - 140,16480
1239,流れる,ながれる,"flow, drift away",Verb,Core 2000 Step 05 - 015,635
1240,流行る,はやる,"be in fashion, be popular",Verb,Core 2000 Step 10 - 003,11033
1241,洗う,あらう,wash,Verb,Core 2000 Step 06 - 080,1618
1242,洗面所,せんめんじょ,"washroom, bathroom",Noun,Core 2000 Step 09 - 145,10626
1243,油,あぶら,oil,Noun,Core 2000 Step 07 - 040,3114
1244,沈む,しずむ,"sink, set",Verb,Core 2000 Step 06 - 105,1429
1245,久しぶり,ひさしぶり,after a long time,Adjectival Noun,Core 2000 Step 06 - 067,4446
1246,氷,こおり,ice,Noun,Core 2000 Step 06 - 078,2091
1247,冷える,ひえる,"get cold, get chilly",Verb,Core 2000 Step 07 - 193,3895
1248,冷やす,ひやす,"cool (sth), chill (を)",Verb,Core 2000 Step 08 - 065,9406
1249,冷める,さめる,"cool down (from hot to room temp), subside",Verb,Core 2000 Step 08 - 156,7423
1250,凍る,こおる,freeze,Verb,Core 2000 Step 08 - 168,5582
1251,冷蔵庫,れいぞうこ,refrigerator,Noun,Core 2000 Step 07 - 068,4984
1252,涼しい,すずしい,"cool, refreshing",Adjective,Core 2000 Step 07 - 160,6086
1253,ぶらぶら,ぶらぶら,"wander aimlessly, hang about",Adverb,Core 2000 Step 08 - 174,5672
1254,汚す,よごす,"make dirty, soil",Verb,Core 2000 Step 09 - 108,6306
1255,汚れ,よごれ,"dirt, filth",Noun,Core 2000 Step 10 - 011,7665
1256,汚れる,よごれる,"become dirty, become defiled",Verb,Core 2000 Step 10 - 181,2827
1257,景色,けしき,"scene, landscape",Noun,Core 2000 Step 10 - 051,3646
1258,影響,えいきょう,"influence, effect",Verbal Noun,Core 2000 Step 03 - 041,1924
1259,光る,ひかる,"shine, emit light",Verb,Core 2000 Step 06 - 106,1097
1260,太る,ふとる,"grow fat, fatten",Verb,Core 2000 Step 07 - 161,4036
1261,太陽,たいよう,sun,Noun,Core 2000 Step 05 - 135,1400
1262,星,ほし,"star, planet, spot",Noun,Core 2000 Step 10 - 155,983
1263,地球,ちきゅう,the Earth,Noun,Core 2000 Step 04 - 174,1443
1264,野球,やきゅう,baseball,Noun,Core 2000 Step 05 - 175,3118
1265,雲,くも,cloud,Noun,Core 2000 Step 10 - 049,1022
1266,曇り,くもり,"cloudiness, cloudy weather",Noun,Core 2000 Step 09 - 052,20113
1267,地震,じしん,earthquake,Noun,Core 2000 Step 04 - 188,5960
1268,震える,ふるえる,"tremble, quiver, shake",Verb,Core 2000 Step 07 - 109,1232
1269,振る,ふる,"wave, shake, swing",Verb,Core 2000 Step 05 - 104,429
1270,揺れる,ゆれる,"shake, sway, rock",Verb,Core 2000 Step 06 - 034,1653
1271,神社,じんじゃ,Shinto shrine,Noun,Core 2000 Step 07 - 059,1989
1272,秘密,ひみつ,"secret, privacy",Adjectival Noun,Core 2000 Step 05 - 113,1041
1273,厳しい,きびしい,"strict, severe, intense",Adjective,Core 2000 Step 10 - 045,2177
1274,いかが,いかが,"how, what (polite)",Adverb,Core 2000 Step 08 - 188,3176
1275,年寄り,としより,"old person, a senior",Noun,Core 2000 Step 05 - 136,4465
1276,歴史,れきし,history,Noun,Core 2000 Step 04 - 117,1323
1277,世紀,せいき,century,Noun,Core 2000 Step 04 - 026,2218
1278,建設,けんせつ,"construction, establishment",Verbal Noun,Core 2000 Step 03 - 019,3801
1279,建物,たてもの,"building, structure",Noun,Core 2000 Step 04 - 122,1040
1280,建つ,たつ,"be built, be erected",Verb,Core 2000 Step 06 - 061,4363
1281,構成,こうせい,"organization, makeup",Verbal Noun,Core 2000 Step 03 - 128,3967
1282,構造,こうぞう,"structure, the construction",Noun,Core 2000 Step 03 - 187,3441
1283,橋,はし,bridge,Noun,Core 2000 Step 10 - 127,1201
1284,柱,はしら,"pillar, column",Noun,Core 2000 Step 10 - 129,1975
1285,位置,いち,"position, location",Verbal Noun,Core 2000 Step 04 - 101,1166
1286,離婚,りこん,divorce,Verbal Noun,Core 2000 Step 06 - 014,3577
1287,おば,おば,aunt,Noun,Core 2000 Step 08 - 196,8631
1288,停車,ていしゃ,"a stop (train), stopping",Verbal Noun,Core 2000 Step 08 - 069,8452
1289,バス停,ばすてい,bus stop,Noun,Core 2000 Step 09 - 042,15461
1290,周辺,しゅうへん,"surrounding area, outskirts",Noun,Core 2000 Step 04 - 144,2889
1291,隣,となり,"neighboring house, next seat",Noun,Core 2000 Step 05 - 094,1039
1292,きらきら,きらきら,"shining, sparkling",Adverb,Core 2000 Step 08 - 198,6371
1293,黄色,きいろ,yellow,Noun,Core 2000 Step 09 - 130,5118
1294,横,よこ,"side, width across",Noun,Core 2000 Step 05 - 142,462
1295,横書き,よこがき,horizontal writing,Noun,Core 2000 Step 09 - 188,39517
1296,判断,はんだん,"judgment, decision",Verbal Noun,Core 2000 Step 04 - 030,1146
1297,断る,ことわる,"refuse, turn down",Verb,Core 2000 Step 06 - 101,2368
1298,横断歩道,おうだんほどう,crosswalk,Noun,Core 2000 Step 09 - 066,22721
1299,大幅,おおはば,"drastically, substantially",Adverb,Core 2000 Step 04 - 027,12210
1300,訪れる,おとずれる,"visit, go to see",Verb,Core 2000 Step 04 - 121,1461
1301,訪ねる,たずねる,"visit (place or person), drop in",Verb,Core 2000 Step 05 - 124,1401
1302,冷房,れいぼう,air conditioning,Verbal Noun,Core 2000 Step 07 - 162,19741
1303,暖房,だんぼう,heating,Verbal Noun,Core 2000 Step 08 - 008,17381
1304,文房具,ぶんぼうぐ,"stationery, writing materials",Noun,Core 2000 Step 09 - 085,31563
1305,諸国,しょこく,various countries,Noun,Core 2000 Step 04 - 126,6784
1306,緑色,みどりいろ,green,Noun,Core 2000 Step 07 - 153,3928
1307,貿易,ぼうえき,"(foreign) trade, import/export business",Verbal Noun,Core 2000 Step 04 - 148,8624
1308,輸入,ゆにゅう,import,Verbal Noun,Core 2000 Step 03 - 115,8824
1309,輸出,ゆしゅつ,export,Verbal Noun,Core 2000 Step 04 - 032,12681
1310,指輪,ゆびわ,ring,Noun,Core 2000 Step 07 - 170,3928
1311,往復,おうふく,"&nbsp;round trip, going and returning",Noun,Core 2000 Step 06 - 068,5955
1312,復習,ふくしゅう,review,Verbal Noun,Core 2000 Step 10 - 145,30022
1313,すいか,すいか,watermelon,Noun,Core 2000 Step 09 - 009,73328
1314,繰り返す,くりかえす,repeat を,Verb,Core 2000 Step 03 - 172,1535
1315,留学,りゅうがく,studying abroad,Verbal Noun,Core 2000 Step 05 - 120,8365
1316,停留所,ていりゅうじょ,"stop, station",Noun,Core 2000 Step 09 - 055,18743
1317,書留,かきとめ,registered mail,Noun,Core 2000 Step 09 - 170,54727
1318,そちら,そちら,"there, that way (polite)",Noun,Core 2000 Step 09 - 010,2271
1319,守る,まもる,"protect, observe",Verb,Core 2000 Step 04 - 186,726
1320,留守,るす,not at home,Noun,Core 2000 Step 08 - 010,3149
1321,住宅,じゅうたく,"housing, residence",Noun,Core 2000 Step 03 - 156,7859
1322,自宅,じたく,"one's house, one's home",Noun,Core 2000 Step 04 - 114,2420
1323,お宅,おたく,your home (敬語),Noun,Core 2000 Step 09 - 068,16576
1324,早起き,はやおき,early rising,Verbal Noun,Core 2000 Step 09 - 059,15286
1325,昼寝,ひるね,nap,Verbal Noun,Core 2000 Step 08 - 133,10469
1326,静か,しずか,"quiet, tranquil",Adjectival Noun,Core 2000 Step 05 - 062,1048
1327,どっち,どっち,which one (casual),Noun,Core 2000 Step 09 - 014,1968
1328,暇,ひま,"free time, spare time",Noun,Core 2000 Step 09 - 156,1815
1329,趣味,しゅみ,"hobby, interest",Noun,Core 2000 Step 06 - 118,2176
1330,両方,りょうほう,both,Noun,Core 2000 Step 05 - 168,3567
1331,両替,りょうがえ,"exchanging currency, break (a 1万 note)",Verbal Noun,Core 2000 Step 09 - 090,35894
1332,両親,りょうしん,parents,Noun,Core 2000 Step 10 - 184,1604
1333,片道,かたみち,one-way,Noun,Core 2000 Step 08 - 072,29912
1334,内側,うちがわ,"inside, interior",Noun,Core 2000 Step 06 - 113,2407
1335,向こう側,むこうがわ,other side,Noun,Core 2000 Step 08 - 136,5595
1336,外側,そとがわ,"exterior, outside",Noun,Core 2000 Step 09 - 199,5479
1337,左側,ひだりがわ,left side,Noun,Core 2000 Step 10 - 004,5067
1338,右側,みぎがわ,right side,Noun,Core 2000 Step 10 - 008,4819
1339,裏,うら,"rear, reverse (side), inside",Noun,Core 2000 Step 05 - 147,1157
1340,にこにこ,にこにこ,smile,Adverb,Core 2000 Step 09 - 031,5970
1341,裏返す,うらがえす,"turn over, turn inside out",Verb,Core 2000 Step 08 - 195,15664
1342,週刊誌,しゅうかんし,weekly magazine,Noun,Core 2000 Step 07 - 107,5458
1343,朝刊,ちょうかん,morning edition,Noun,Core 2000 Step 07 - 183,12785
1344,夕刊,ゆうかん,evening edition,Noun,Core 2000 Step 07 - 191,9729
1345,詳しい,くわしい,"detailed, complete",Adjective,Core 2000 Step 05 - 064,3290
1346,細かい,こまかい,"minute, elaborate",Adjective,Core 2000 Step 05 - 139,4234
1347,細か,こまか,"minute, elaborate",Adjectival Noun,Core 2000 Step 10 - 189,10146
1348,積もる,つもる,"accumulate (snow, dustなど)",Verb,Core 2000 Step 07 - 199,11312
1349,訳,やく,translation,Noun,Core 2000 Step 08 - 186,1350
1350,訳す,やくす,translate,Verb,Core 2000 Step 09 - 087,9183
1351,検討,けんとう,"consideration, examination",Verbal Noun,Core 2000 Step 03 - 110,5022
1352,塗る,ぬる,"spread on, paint",Verb,Core 2000 Step 06 - 193,2933
1353,付く,つく,"stick to, be attached to, accompany",Verb,Core 2000 Step 06 - 127,1834
1354,付ける,つける,"attach, apply (st to st), add",Verb,Core 2000 Step 06 - 190,2488
1355,受け付ける,うけつける,"accept, receive",Verb,Core 2000 Step 07 - 073,28372
1356,片付ける,かたづける,"put in order, clear (st) away, put (st) back",Verb,Core 2000 Step 08 - 066,6216
1357,どなた,どなた,who (polite),Noun,Core 2000 Step 09 - 038,4953
1358,受付,うけつけ,"receptionist, front desk",Noun,Core 2000 Step 08 - 089,5864
1359,近付く,ちかづく,"approach, get acquainted",Verb,Core 2000 Step 08 - 118,6335
1360,片付く,かたづく,"be in order, be settled",Verb,Core 2000 Step 09 - 093,17312
1361,気を付ける,きをつける,"take care of, pay attention to",Verb,Core 2000 Step 09 - 143,
1362,貼る,はる,"stick, paste",Verb,Core 2000 Step 10 - 131,2781
1363,記念日,きねんび,"memorial day, anniversary",Noun,Core 2000 Step 08 - 165,24988
1364,残念,ざんねん,"regretful, disappointing",Adjectival Noun,Core 2000 Step 10 - 064,1447
1365,例えば,たとえば,for example,Adverb,Core 2000 Step 05 - 012,3444
1366,例文,れいぶん,example sentence,Noun,Core 2000 Step 09 - 046,63509
1367,例,れい,"example, precedent",Noun,Core 2000 Step 09 - 064,599
1368,余る,あまる,"remain over, be too much<div>(remain because of excess)</div>",Verb,Core 2000 Step 07 - 042,7039
1369,除く,のぞく,"exclude, get rid of",Verb,Core 2000 Step 03 - 090,3394
1370,削る,けずる,"grind down, trim, scale back",Verb,Core 2000 Step 07 - 124,5297
1371,遅刻,ちこく,"tardiness, lateness",Verbal Noun,Core 2000 Step 08 - 159,9214
1372,緩い,ゆるい,"slack, loose",Adjective,Core 2000 Step 10 - 178,18468
1373,苦しい,くるしい,"painful, difficult",Adjective,Core 2000 Step 05 - 115,1473
1374,苦い,にがい,"bitter, sour",Adjective,Core 2000 Step 07 - 076,4985
1375,苦手,にがて,"weak point, (sb) hard to deal with",Adjectival Noun,Core 2000 Step 07 - 185,4436
1376,困る,こまる,"be in trouble, have difficulty",Verb,Core 2000 Step 05 - 054,567
1377,貧乏,びんぼう,"poor, poverty",Adjectival Noun,Core 2000 Step 07 - 173,4081
1378,不幸,ふこう,"unhappiness, misfortune, a death",Adjectival Noun,Core 2000 Step 06 - 124,1464
